dstport,protocol,tag
29848,udp,sv_P2
3365,icmp,sv_P2
34566,udp,sv_P5
3991,tcp,sv_P5
14702,icmp,email
10234,tcp,email
24946,udp,sv_P5
11390,tcp,sv_P1
24825,tcp,email
46973,udp,sv_P1
24903,icmp,sv_P1
13153,icmp,sv_P1
23648,udp,email
58124,udp,sv_P1
27733,tcp,email
35948,udp,sv_P4
48468,icmp,email
22865,tcp,sv_P2
55889,icmp,sv_P5
5803,icmp,sv_P5
46691,udp,email
49495,icmp,sv_P5
12107,icmp,sv_P3
10986,icmp,email
42562,icmp,sv_P2
1041,icmp,email
6369,udp,sv_P3
13930,icmp,sv_P3
34074,icmp,sv_P3
25803,tcp,sv_P4
30260,icmp,sv_P4
49004,udp,sv_P3
43644,icmp,sv_P2
59374,udp,sv_P3
29200,icmp,sv_P1
12801,icmp,email
24940,icmp,email
41396,icmp,sv_P4
61241,tcp,sv_P3
23546,udp,sv_P4
46361,tcp,sv_P2
11633,udp,sv_P4
11525,udp,sv_P5
27027,tcp,sv_P3
37553,icmp,sv_P2
60486,udp,sv_P2
29561,icmp,sv_P2
7866,tcp,sv_P4
10550,tcp,sv_P1
18971,udp,email
12392,udp,sv_P3
47274,icmp,sv_P5
30901,icmp,sv_P2
52151,udp,sv_P4
37958,icmp,sv_P2
63327,icmp,sv_P3
41746,icmp,email
18325,udp,sv_P2
10742,udp,sv_P2
30237,tcp,sv_P3
33806,icmp,sv_P1
56478,udp,sv_P1
24593,icmp,sv_P2
49155,icmp,sv_P3
61794,tcp,sv_P2
3589,udp,sv_P5
34982,tcp,sv_P3
15858,tcp,sv_P5
50227,udp,email
53103,icmp,sv_P5
64042,icmp,sv_P3
28178,icmp,sv_P4
53561,udp,sv_P2
18535,icmp,email
50576,icmp,email
64318,udp,sv_P1
45831,icmp,sv_P3
15535,tcp,sv_P2
57986,tcp,sv_P2
33937,icmp,sv_P3
10613,udp,sv_P4
48979,icmp,sv_P1
32387,tcp,sv_P5
28192,tcp,email
35954,icmp,sv_P1
64554,icmp,sv_P2
27710,udp,sv_P3
57585,udp,sv_P4
41832,udp,sv_P4
44358,tcp,sv_P4
10484,udp,sv_P4
21657,udp,email
57666,udp,sv_P4
38214,tcp,sv_P3
65486,udp,sv_P2
56098,udp,sv_P4
22501,icmp,sv_P1
26261,icmp,sv_P5
19374,icmp,sv_P2
35594,udp,sv_P1
29247,tcp,sv_P1
3049,tcp,sv_P1
20212,icmp,sv_P4
21755,icmp,sv_P3
57361,tcp,sv_P4
63022,udp,sv_P2
2397,udp,sv_P5
35889,icmp,sv_P1
21427,udp,email
12289,tcp,sv_P5
41233,tcp,sv_P4
51736,udp,sv_P4
31986,tcp,sv_P1
989,icmp,sv_P3
47891,icmp,sv_P1
61312,tcp,sv_P3
20487,tcp,sv_P2
40359,udp,email
24252,tcp,sv_P5
51244,icmp,sv_P3
42349,icmp,sv_P2
32536,icmp,email
41441,tcp,sv_P2
40473,udp,sv_P3
36720,udp,sv_P3
14762,icmp,sv_P1
65080,tcp,sv_P2
2083,udp,sv_P5
26808,udp,sv_P2
61476,icmp,sv_P3
18326,tcp,sv_P1
56996,tcp,sv_P5
30614,tcp,sv_P4
56261,icmp,sv_P1
34021,icmp,sv_P2
62011,tcp,sv_P3
40517,icmp,sv_P4
19523,udp,email
47060,tcp,sv_P1
40953,icmp,sv_P3
55135,icmp,sv_P4
47135,tcp,sv_P5
19908,tcp,email
45468,udp,sv_P1
8397,udp,sv_P2
3941,tcp,email
50610,icmp,email
10757,icmp,sv_P2
16869,tcp,sv_P5
46305,icmp,sv_P1
57310,tcp,sv_P5
19213,udp,email
1451,icmp,sv_P3
60430,udp,sv_P5
36066,udp,sv_P5
18484,icmp,email
36126,icmp,sv_P1
33636,tcp,sv_P5
56500,tcp,email
11588,udp,sv_P2
3455,udp,sv_P5
16466,udp,sv_P3
23586,icmp,sv_P1
19452,icmp,sv_P4
28068,tcp,sv_P5
35256,icmp,sv_P2
32180,tcp,sv_P2
54044,udp,sv_P2
45285,udp,sv_P2
12165,udp,email
27211,udp,email
33812,tcp,sv_P2
43812,udp,email
23864,icmp,email
44359,udp,sv_P4
44153,icmp,email
13733,icmp,sv_P3
50912,udp,sv_P1
14977,icmp,sv_P3
44083,tcp,sv_P1
12132,udp,sv_P2
9324,udp,sv_P2
20046,tcp,email
58898,tcp,sv_P3
14156,icmp,sv_P2
20521,icmp,sv_P2
6294,icmp,sv_P2
3,tcp,sv_P1
59966,udp,email
15696,udp,email
1138,icmp,sv_P2
22259,icmp,email
42671,icmp,sv_P3
55794,icmp,sv_P4
47085,icmp,sv_P1
12584,tcp,sv_P5
60011,tcp,sv_P5
64230,icmp,sv_P1
64147,tcp,sv_P1
48440,udp,email
19910,icmp,sv_P5
20826,icmp,sv_P2
58055,tcp,sv_P1
58654,tcp,email
5766,tcp,sv_P3
30752,icmp,sv_P2
47623,udp,sv_P1
37691,icmp,sv_P5
3150,udp,email
57704,udp,sv_P4
13308,udp,sv_P3
49922,icmp,sv_P3
7439,tcp,sv_P4
10123,tcp,sv_P3
40479,udp,sv_P1
33123,icmp,sv_P3
55881,icmp,sv_P4
659,udp,sv_P3
10084,udp,sv_P2
62105,udp,sv_P1
52872,udp,email
61924,udp,sv_P1
39201,tcp,sv_P5
7169,icmp,sv_P1
26594,icmp,sv_P4
746,icmp,sv_P1
268,icmp,email
23108,udp,sv_P3
59890,udp,sv_P4
36734,udp,email
65054,udp,sv_P3
1698,tcp,sv_P2
1051,icmp,sv_P2
54471,tcp,sv_P3
39740,tcp,email
63029,udp,sv_P1
17209,icmp,email
38332,icmp,sv_P1
53461,udp,sv_P1
56642,udp,sv_P3
4431,udp,sv_P1
34638,icmp,sv_P5
20151,icmp,email
41579,icmp,sv_P1
3083,udp,sv_P2
24750,icmp,email
32697,udp,sv_P5
18750,tcp,sv_P5
29125,icmp,sv_P4
21063,udp,sv_P1
42314,tcp,sv_P2
50154,tcp,sv_P1
5966,udp,sv_P3
63354,udp,sv_P2
25612,icmp,sv_P1
28871,icmp,sv_P2
61046,icmp,sv_P3
12313,udp,sv_P2
25520,udp,sv_P3
9660,udp,sv_P3
25955,tcp,sv_P4
31838,udp,email
39892,tcp,sv_P2
4928,tcp,sv_P2
8089,tcp,sv_P4
31802,udp,sv_P3
46559,tcp,sv_P1
21691,icmp,email
13048,tcp,email
14568,icmp,sv_P2
20962,tcp,email
19174,icmp,sv_P1
40129,udp,sv_P5
8024,tcp,sv_P3
14605,icmp,sv_P2
64391,tcp,sv_P2
10214,udp,email
32756,tcp,sv_P3
38203,tcp,sv_P4
31090,udp,sv_P5
63271,icmp,sv_P1
49311,tcp,sv_P3
21715,tcp,sv_P3
56213,udp,sv_P5
17944,tcp,sv_P5
14437,icmp,email
55803,icmp,sv_P4
33522,udp,sv_P5
50585,udp,email
60980,tcp,sv_P1
43998,udp,sv_P4
23991,udp,sv_P5
1386,tcp,email
22033,icmp,sv_P3
57678,udp,sv_P4
1541,icmp,sv_P1
2535,tcp,sv_P1
1029,tcp,email
31314,udp,sv_P3
49370,udp,sv_P5
34935,tcp,sv_P2
45179,tcp,sv_P5
5097,icmp,sv_P3
14497,icmp,sv_P1
9756,tcp,sv_P4
48660,udp,email
63532,udp,sv_P3
9990,icmp,sv_P1
47031,udp,sv_P5
63407,tcp,sv_P2
4847,tcp,sv_P4
63439,icmp,sv_P1
63381,icmp,sv_P1
42387,icmp,sv_P5
35687,udp,sv_P2
35267,udp,sv_P5
42249,icmp,sv_P3
34622,tcp,sv_P1
62581,icmp,sv_P3
1134,udp,sv_P2
24978,udp,sv_P3
57173,tcp,email
59333,tcp,sv_P1
8508,icmp,email
38156,tcp,sv_P4
21664,tcp,sv_P4
37078,icmp,sv_P3
40889,udp,sv_P2
31761,icmp,sv_P5
25555,tcp,sv_P4
41349,icmp,sv_P3
61021,tcp,email
665,icmp,sv_P1
61217,icmp,sv_P3
47859,icmp,sv_P4
46585,icmp,email
61896,udp,sv_P2
54051,tcp,sv_P4
